3,116.4460144
3.16227766,108.5510226
3.16227766,81.94523705
4.123105626,38.87613835
4,47.47904923
4.123105626,47.16213382
5.385164807,18.80980485
5.099019514,18.62307283
5.099019514,23.1556072
5,23.55111016
5.099019514,20.68866002
5.385164807,16.29024105
5.830951895,13.50359727
6.708203932,7.969884061
6.32455532,12.62082578
6.08276253,12.29224578
6,13.03514505
6.08276253,13.32539415
6.32455532,11.67637159
6.708203932,9.448986442
5.830951895,14.44310249
7.615773106,6.450367594
7.280109889,7.566252926
7.071067812,7.989939825
7,8.427882411
7.071067812,7.350935912
7.280109889,6.743887971
7.615773106,5.558228166
8.544003745,3.712477468
8.246211251,4.624680995
8.062257748,5.300961443
8,5.553043927
8.062257748,5.500884593
8.246211251,5.246283028
8.544003745,4.805831343
9.486832981,3.442646429
9.219544457,3.881113593
9.055385138,3.846899011
9,3.971288408
9.055385138,3.625784177
9.219544457,3.423669244
9.486832981,2.869080375
10.44030651,2.173566882
10.19803903,2.434922684
10.04987562,2.63894476
10,2.737512882
10.04987562,2.705267134
10.19803903,2.636053352
10.44030651,2.50258109
11,2.162736415
12,1.580364267
13,1.269694613
14,0.845949695
15,0.76403975